site, alts, refs, total
411483.3.peg.2439.site.101, 0, 134, 134
411483.3.peg.2439.site.102, 133, 147, 280
411483.3.peg.2439.site.103, 6, 148, 154
411483.3.peg.2439.site.104, 0, 146, 146
411483.3.peg.2439.site.105, 1, 150, 151
411483.3.peg.2439.site.106, 8, 152, 160
411483.3.peg.2439.site.107, 77, 141, 218
411483.3.peg.2439.site.108, 1, 151, 152
411483.3.peg.2439.site.109, 2, 153, 155
411483.3.peg.2348.site.1, 1, 137, 138
411483.3.peg.2348.site.2, 12, 135, 147
411483.3.peg.2348.site.3, 10, 138, 148
411483.3.peg.2348.site.4, 10, 140, 150
411483.3.peg.2348.site.5, 0, 143, 143
411483.3.peg.2348.site.6, 24, 140, 164
411483.3.peg.2348.site.7, 66, 134, 200
411483.3.peg.2348.site.8, 8, 145, 153
411483.3.peg.2348.site.9, 2, 146, 148
411483.3.peg.2348.site.10, 8, 145, 153
411483.3.peg.2348.site.11, 7, 142, 149
411483.3.peg.2348.site.12, 1, 149, 150
411483.3.peg.2348.site.13, 0, 147, 147
411483.3.peg.2348.site.14, 3, 145, 148
411483.3.peg.2348.site.15, 1, 142, 143
411483.3.peg.2348.site.16, 2, 136, 138
411483.3.peg.2348.site.17, 121, 121, 242
411483.3.peg.2348.site.18, 1, 118, 119
411483.3.peg.2348.site.19, 3, 61, 64
411483.3.peg.2348.site.20, 1, 50, 51
411483.3.peg.2348.site.21, 34, 52, 86
411483.3.peg.2348.site.22, 3, 63, 66
411483.3.peg.2348.site.23, 56, 70, 126
411483.3.peg.2348.site.24, 9, 66, 75
411483.3.peg.2348.site.25, 16, 74, 90
411483.3.peg.2348.site.26, 2, 96, 98
411483.3.peg.2348.site.27, 1, 88, 89
411483.3.peg.2348.site.28, 19, 85, 104
411483.3.peg.2348.site.29, 36, 100, 136
411483.3.peg.2348.site.30, 42, 121, 163
411483.3.peg.2348.site.31, 1, 135, 136
411483.3.peg.2348.site.32, 3, 132, 135
411483.3.peg.2348.site.33, 13, 130, 143
411483.3.peg.2348.site.34, 25, 118, 143
411483.3.peg.2348.site.35, 1, 127, 128
411483.3.peg.2348.site.36, 1, 125, 126
411483.3.peg.2348.site.37, 1, 124, 125
411483.3.peg.2348.site.38, 2, 116, 118
411483.3.peg.2348.site.39, 1, 88, 89
411483.3.peg.2348.site.40, 66, 71, 137
411483.3.peg.2348.site.41, 1, 62, 63
411483.3.peg.2348.site.42, 3, 63, 66
411483.3.peg.2348.site.43, 17, 27, 44
411483.3.peg.2348.site.44, 15, 28, 43
411483.3.peg.2348.site.45, 1, 19, 20
411483.3.peg.2348.site.46, 0, 18, 18
411483.3.peg.2432.site.1, 7, 90, 97
411483.3.peg.2432.site.2, 10, 86, 96
411483.3.peg.2432.site.3, 0, 117, 117
411483.3.peg.2432.site.4, 0, 115, 115
411483.3.peg.2432.site.5, 112, 121, 233
411483.3.peg.2432.site.6, 52, 125, 177
411483.3.peg.2432.site.7, 0, 138, 138
411483.3.peg.2432.site.8, 0, 143, 143
411483.3.peg.2432.site.9, 3, 144, 147
411483.3.peg.2432.site.10, 1, 150, 151
411483.3.peg.2432.site.11, 1, 152, 153
411483.3.peg.2432.site.12, 5, 152, 157
411483.3.peg.2432.site.13, 2, 154, 156
411483.3.peg.2432.site.14, 2, 154, 156
411483.3.peg.2432.site.15, 2, 154, 156
411483.3.peg.2432.site.16, 1, 154, 155
411483.3.peg.2432.site.17, 6, 151, 157
411483.3.peg.2432.site.18, 55, 143, 198
411483.3.peg.2432.site.19, 3, 153, 156
411483.3.peg.2432.site.20, 4, 152, 156
411483.3.peg.2432.site.21, 11, 149, 160
411483.3.peg.2432.site.22, 2, 153, 155
411483.3.peg.2432.site.23, 2, 152, 154
411483.3.peg.2432.site.24, 0, 149, 149
411483.3.peg.2432.site.25, 36, 143, 179
411483.3.peg.2432.site.26, 0, 152, 152
411483.3.peg.2432.site.27, 3, 153, 156
411483.3.peg.2432.site.28, 2, 152, 154
411483.3.peg.2432.site.29, 6, 152, 158
411483.3.peg.2432.site.30, 1, 151, 152
411483.3.peg.2432.site.31, 8, 154, 162
411483.3.peg.2432.site.32, 14, 148, 162
411483.3.peg.2432.site.33, 0, 150, 150
411483.3.peg.2432.site.34, 1, 142, 143
411483.3.peg.2432.site.35, 39, 139, 178
411483.3.peg.2432.site.36, 1, 145, 146
411483.3.peg.2432.site.37, 2, 141, 143
411483.3.peg.2432.site.38, 2, 132, 134
411483.3.peg.2432.site.39, 6, 135, 141
411483.3.peg.2432.site.40, 1, 135, 136
411483.3.peg.2432.site.41, 122, 131, 253
411483.3.peg.2432.site.42, 1, 133, 134
411483.3.peg.2432.site.43, 3, 128, 131
411483.3.peg.2432.site.44, 1, 130, 131
411483.3.peg.2432.site.45, 2, 126, 128
411483.3.peg.2432.site.46, 16, 121, 137
411483.3.peg.2432.site.47, 1, 119, 120
411483.3.peg.2432.site.48, 1, 100, 101
411483.3.peg.2432.site.49, 1, 106, 107
411483.3.peg.2432.site.50, 100, 107, 207
411483.3.peg.2432.site.51, 1, 108, 109
411483.3.peg.2432.site.52, 61, 115, 176
411483.3.peg.2432.site.53, 7, 115, 122
411483.3.peg.2432.site.54, 1, 136, 137
411483.3.peg.2432.site.55, 3, 150, 153
411483.3.peg.2432.site.56, 1, 150, 151
411483.3.peg.2432.site.57, 3, 139, 142
411483.3.peg.2432.site.58, 2, 139, 141
411483.3.peg.2432.site.59, 2, 143, 145
411483.3.peg.2432.site.60, 16, 148, 164
411483.3.peg.2432.site.61, 1, 150, 151
411483.3.peg.2432.site.62, 1, 151, 152
411483.3.peg.2432.site.63, 1, 153, 154
411483.3.peg.2432.site.64, 1, 148, 149
411483.3.peg.2432.site.65, 1, 153, 154
411483.3.peg.2432.site.66, 1, 150, 151
411483.3.peg.2432.site.67, 2, 152, 154
411483.3.peg.2432.site.68, 1, 153, 154
411483.3.peg.2432.site.69, 44, 140, 184
411483.3.peg.2432.site.70, 25, 146, 171
411483.3.peg.2432.site.71, 7, 151, 158
411483.3.peg.2432.site.72, 3, 145, 148
411483.3.peg.2433.site.1, 2, 137, 139
411483.3.peg.2433.site.2, 10, 135, 145
411483.3.peg.2433.site.3, 0, 126, 126
411483.3.peg.2433.site.4, 0, 128, 128
411483.3.peg.2433.site.5, 0, 128, 128
411483.3.peg.2433.site.6, 1, 113, 114
411483.3.peg.2433.site.7, 0, 96, 96
411483.3.peg.2433.site.8, 7, 102, 109
411483.3.peg.2433.site.9, 0, 97, 97
411483.3.peg.2433.site.10, 3, 93, 96
411483.3.peg.2433.site.11, 1, 91, 92
411483.3.peg.2433.site.12, 5, 101, 106
411483.3.peg.2433.site.13, 3, 139, 142
411483.3.peg.2433.site.14, 4, 141, 145
411483.3.peg.2433.site.15, 6, 137, 143
411483.3.peg.2433.site.16, 5, 137, 142
411483.3.peg.2433.site.17, 0, 132, 132
411483.3.peg.2433.site.18, 6, 132, 138
411483.3.peg.2433.site.19, 5, 131, 136
411483.3.peg.2433.site.20, 1, 127, 128
411483.3.peg.2433.site.21, 70, 116, 186
411483.3.peg.2433.site.22, 5, 124, 129
411483.3.peg.2433.site.23, 3, 130, 133
411483.3.peg.2433.site.24, 3, 124, 127
411483.3.peg.2433.site.25, 2, 126, 128
411483.3.peg.2433.site.26, 9, 129, 138
411483.3.peg.2433.site.27, 15, 130, 145
411483.3.peg.2433.site.28, 64, 128, 192
411483.3.peg.2433.site.29, 3, 145, 148
411483.3.peg.2433.site.30, 1, 146, 147
411483.3.peg.2433.site.31, 1, 143, 144
411483.3.peg.2433.site.32, 13, 142, 155
411483.3.peg.2433.site.33, 8, 136, 144
411483.3.peg.2433.site.34, 4, 144, 148
411483.3.peg.2433.site.35, 108, 139, 247
411483.3.peg.2433.site.36, 1, 148, 149
411483.3.peg.2433.site.37, 6, 140, 146
411483.3.peg.2433.site.38, 1, 152, 153
411483.3.peg.2433.site.39, 1, 152, 153
411483.3.peg.2433.site.40, 99, 146, 245
411483.3.peg.2433.site.41, 4, 154, 158
411483.3.peg.2433.site.42, 7, 152, 159
411483.3.peg.2433.site.43, 1, 154, 155
411483.3.peg.2433.site.44, 72, 148, 220
411483.3.peg.2433.site.45, 7, 155, 162
411483.3.peg.2433.site.46, 11, 148, 159
411483.3.peg.2433.site.47, 6, 141, 147
411483.3.peg.2433.site.48, 3, 143, 146
411483.3.peg.2433.site.49, 2, 141, 143
411483.3.peg.2433.site.50, 3, 141, 144
411483.3.peg.2433.site.51, 3, 138, 141
411483.3.peg.2433.site.52, 12, 135, 147
411483.3.peg.2433.site.53, 4, 144, 148
411483.3.peg.2433.site.54, 3, 153, 156
411483.3.peg.2433.site.55, 10, 149, 159
411483.3.peg.2433.site.56, 41, 136, 177
411483.3.peg.2433.site.57, 4, 151, 155
411483.3.peg.2433.site.58, 9, 149, 158
411483.3.peg.2433.site.59, 46, 143, 189
411483.3.peg.2433.site.60, 1, 150, 151
411483.3.peg.2433.site.61, 2, 147, 149
411483.3.peg.2433.site.62, 1, 149, 150
411483.3.peg.2433.site.63, 7, 143, 150
411483.3.peg.2433.site.64, 1, 151, 152
411483.3.peg.2433.site.65, 65, 146, 211
411483.3.peg.2433.site.66, 0, 153, 153
411483.3.peg.2433.site.67, 1, 155, 156
411483.3.peg.2433.site.68, 1, 155, 156
411483.3.peg.2433.site.69, 2, 155, 157
411483.3.peg.2433.site.70, 8, 154, 162
411483.3.peg.2433.site.71, 0, 154, 154
411483.3.peg.2433.site.72, 12, 150, 162
411483.3.peg.2430.site.1, 3, 153, 156
411483.3.peg.2430.site.2, 5, 152, 157
411483.3.peg.2430.site.3, 5, 147, 152
411483.3.peg.2430.site.4, 4, 152, 156
411483.3.peg.2430.site.5, 2, 149, 151
411483.3.peg.2430.site.6, 4, 148, 152
411483.3.peg.2430.site.7, 6, 151, 157
411483.3.peg.2430.site.8, 9, 152, 161
411483.3.peg.2430.site.9, 0, 151, 151
411483.3.peg.2430.site.10, 2, 150, 152
411483.3.peg.2430.site.11, 1, 149, 150
411483.3.peg.2430.site.12, 5, 143, 148
411483.3.peg.2430.site.13, 1, 148, 149
411483.3.peg.2430.site.14, 3, 151, 154
411483.3.peg.2430.site.15, 9, 152, 161
411483.3.peg.2430.site.16, 2, 152, 154
411483.3.peg.2430.site.17, 13, 146, 159
411483.3.peg.2430.site.18, 3, 150, 153
411483.3.peg.2430.site.19, 4, 149, 153
411483.3.peg.2430.site.20, 4, 152, 156
411483.3.peg.2430.site.21, 6, 148, 154
411483.3.peg.2430.site.22, 8, 148, 156
411483.3.peg.2430.site.23, 2, 152, 154
411483.3.peg.2430.site.24, 6, 152, 158
411483.3.peg.2430.site.25, 0, 151, 151
411483.3.peg.2430.site.26, 0, 151, 151
411483.3.peg.2430.site.27, 4, 150, 154
411483.3.peg.2430.site.28, 1, 152, 153
411483.3.peg.2430.site.29, 5, 152, 157
411483.3.peg.2430.site.30, 138, 146, 284
411483.3.peg.2430.site.31, 2, 150, 152
411483.3.peg.2430.site.32, 2, 147, 149
411483.3.peg.2430.site.33, 0, 149, 149
411483.3.peg.2430.site.34, 0, 143, 143
411483.3.peg.2430.site.35, 116, 137, 253
411483.3.peg.2430.site.36, 54, 134, 188
411483.3.peg.2430.site.37, 2, 145, 147
411483.3.peg.2430.site.38, 5, 140, 145
411483.3.peg.2430.site.39, 9, 144, 153
411483.3.peg.2430.site.40, 6, 146, 152
411483.3.peg.2430.site.41, 1, 150, 151
411483.3.peg.2430.site.42, 126, 146, 272
411483.3.peg.2430.site.43, 13, 146, 159
411483.3.peg.2430.site.44, 10, 149, 159
411483.3.peg.2430.site.45, 2, 154, 156
411483.3.peg.2430.site.46, 2, 150, 152
411483.3.peg.2430.site.47, 6, 150, 156
411483.3.peg.2430.site.48, 3, 154, 157
411483.3.peg.2430.site.49, 2, 152, 154
411483.3.peg.2430.site.50, 4, 152, 156
411483.3.peg.2430.site.51, 3, 149, 152
411483.3.peg.2430.site.52, 3, 151, 154
411483.3.peg.2430.site.53, 4, 151, 155
411483.3.peg.2430.site.54, 2, 148, 150
411483.3.peg.2430.site.55, 4, 152, 156
411483.3.peg.2430.site.56, 0, 143, 143
411483.3.peg.2430.site.57, 4, 146, 150
411483.3.peg.2430.site.58, 16, 146, 162
411483.3.peg.2430.site.59, 14, 149, 163
411483.3.peg.2430.site.60, 1, 152, 153
411483.3.peg.2430.site.61, 13, 146, 159
411483.3.peg.2430.site.62, 1, 153, 154
411483.3.peg.2431.site.1, 2, 147, 149
411483.3.peg.2431.site.2, 2, 147, 149
411483.3.peg.2431.site.3, 1, 144, 145
411483.3.peg.2431.site.4, 3, 147, 150
411483.3.peg.2431.site.5, 13, 140, 153
411483.3.peg.2431.site.6, 2, 137, 139
411483.3.peg.2431.site.7, 1, 128, 129
411483.3.peg.2431.site.8, 3, 134, 137
411483.3.peg.2431.site.9, 31, 129, 160
411483.3.peg.2431.site.10, 6, 132, 138
411483.3.peg.2431.site.11, 3, 141, 144
411483.3.peg.2431.site.12, 2, 137, 139
411483.3.peg.2431.site.13, 0, 137, 137
411483.3.peg.2431.site.14, 5, 118, 123
411483.3.peg.2431.site.15, 2, 118, 120
411483.3.peg.2431.site.16, 108, 120, 228
411483.3.peg.2431.site.17, 2, 120, 122
411483.3.peg.2431.site.18, 0, 121, 121
411483.3.peg.2431.site.19, 28, 122, 150
411483.3.peg.2431.site.20, 0, 134, 134
411483.3.peg.2431.site.21, 3, 136, 139
411483.3.peg.2431.site.22, 8, 139, 147
411483.3.peg.2431.site.23, 4, 145, 149
411483.3.peg.2431.site.24, 92, 133, 225
411483.3.peg.2431.site.25, 3, 144, 147
411483.3.peg.2431.site.26, 97, 139, 236
411483.3.peg.2431.site.27, 99, 133, 232
411483.3.peg.2431.site.28, 9, 140, 149
411483.3.peg.2431.site.29, 1, 144, 145
411483.3.peg.2431.site.30, 7, 143, 150
411483.3.peg.2431.site.31, 1, 141, 142
411483.3.peg.2431.site.32, 4, 138, 142
411483.3.peg.2431.site.33, 8, 125, 133
411483.3.peg.2431.site.34, 138, 143, 281
411483.3.peg.2431.site.35, 2, 145, 147
411483.3.peg.2431.site.36, 10, 146, 156
411483.3.peg.2431.site.37, 2, 146, 148
411483.3.peg.2431.site.38, 0, 149, 149
411483.3.peg.2431.site.39, 19, 147, 166
411483.3.peg.2431.site.40, 26, 142, 168
411483.3.peg.2431.site.41, 2, 148, 150
411483.3.peg.2431.site.42, 0, 141, 141
411483.3.peg.2431.site.43, 1, 147, 148
411483.3.peg.2431.site.44, 2, 150, 152
411483.3.peg.2431.site.45, 1, 149, 150
411483.3.peg.2431.site.46, 4, 152, 156
411483.3.peg.2431.site.47, 4, 150, 154
411483.3.peg.2431.site.48, 8, 146, 154
411483.3.peg.2431.site.49, 112, 146, 258
411483.3.peg.2431.site.50, 2, 147, 149
411483.3.peg.2431.site.51, 2, 148, 150
411483.3.peg.2431.site.52, 3, 150, 153
411483.3.peg.2431.site.53, 9, 149, 158
411483.3.peg.2431.site.54, 4, 149, 153
411483.3.peg.2431.site.55, 1, 149, 150
411483.3.peg.2431.site.56, 129, 150, 279
411483.3.peg.2431.site.57, 3, 149, 152
411483.3.peg.2431.site.58, 5, 149, 154
411483.3.peg.2431.site.59, 1, 146, 147
411483.3.peg.2431.site.60, 3, 148, 151
411483.3.peg.2431.site.61, 1, 145, 146
411483.3.peg.2431.site.62, 2, 136, 138
411483.3.peg.2431.site.63, 3, 131, 134
411483.3.peg.2431.site.64, 1, 110, 111
411483.3.peg.2431.site.65, 0, 90, 90
411483.3.peg.2431.site.66, 11, 83, 94
411483.3.peg.2431.site.67, 1, 76, 77
411483.3.peg.2431.site.68, 4, 73, 77
411483.3.peg.2431.site.69, 33, 75, 108
411483.3.peg.2436.site.1, 21, 155, 176
411483.3.peg.2436.site.2, 1, 152, 153
411483.3.peg.2436.site.3, 7, 152, 159
411483.3.peg.2436.site.4, 2, 153, 155
411483.3.peg.2436.site.5, 1, 155, 156
411483.3.peg.2436.site.6, 9, 153, 162
411483.3.peg.2436.site.7, 6, 154, 160
411483.3.peg.2436.site.8, 155, 155, 310
411483.3.peg.2436.site.9, 151, 153, 304
411483.3.peg.2436.site.10, 6, 150, 156
411483.3.peg.2436.site.11, 0, 150, 150
411483.3.peg.2436.site.12, 1, 139, 140
411483.3.peg.2436.site.13, 5, 151, 156
411483.3.peg.2436.site.14, 130, 148, 278
411483.3.peg.2436.site.15, 1, 153, 154
411483.3.peg.2436.site.16, 13, 151, 164
411483.3.peg.2436.site.17, 1, 151, 152
411483.3.peg.2436.site.18, 10, 144, 154
411483.3.peg.2436.site.19, 1, 153, 154
411483.3.peg.2436.site.20, 4, 153, 157
411483.3.peg.2436.site.21, 36, 142, 178
411483.3.peg.2436.site.22, 3, 150, 153
411483.3.peg.2436.site.23, 1, 136, 137
411483.3.peg.2436.site.24, 6, 138, 144
411483.3.peg.2436.site.25, 14, 140, 154
411483.3.peg.2436.site.26, 0, 137, 137
411483.3.peg.2436.site.27, 1, 139, 140
411483.3.peg.2436.site.28, 2, 129, 131
411483.3.peg.2436.site.29, 1, 135, 136
411483.3.peg.2436.site.30, 2, 134, 136
411483.3.peg.2436.site.31, 123, 127, 250
411483.3.peg.2436.site.32, 0, 134, 134
411483.3.peg.2436.site.33, 2, 138, 140
411483.3.peg.2436.site.34, 7, 141, 148
411483.3.peg.2436.site.35, 4, 124, 128
411483.3.peg.2436.site.36, 1, 123, 124
411483.3.peg.2436.site.37, 4, 109, 113
411483.3.peg.2436.site.38, 2, 109, 111
411483.3.peg.2436.site.39, 10, 112, 122
411483.3.peg.2436.site.40, 1, 127, 128
411483.3.peg.2436.site.41, 4, 125, 129
411483.3.peg.2436.site.42, 0, 130, 130
411483.3.peg.2436.site.43, 11, 123, 134
411483.3.peg.2436.site.44, 1, 134, 135
411483.3.peg.2436.site.45, 0, 140, 140
411483.3.peg.2436.site.46, 2, 149, 151
411483.3.peg.2436.site.47, 1, 151, 152
411483.3.peg.2436.site.48, 4, 150, 154
411483.3.peg.2436.site.49, 2, 149, 151
411483.3.peg.2436.site.50, 9, 141, 150
411483.3.peg.2436.site.51, 3, 147, 150
411483.3.peg.2436.site.52, 54, 136, 190
411483.3.peg.2436.site.53, 72, 127, 199
411483.3.peg.2436.site.54, 1, 139, 140
411483.3.peg.2436.site.55, 0, 139, 139
411483.3.peg.2436.site.56, 2, 131, 133
411483.3.peg.2436.site.57, 29, 132, 161
411483.3.peg.2436.site.58, 28, 134, 162
411483.3.peg.2436.site.59, 6, 140, 146
411483.3.peg.2436.site.60, 2, 144, 146
411483.3.peg.2436.site.61, 1, 146, 147
411483.3.peg.2436.site.62, 12, 141, 153
411483.3.peg.2436.site.63, 2, 146, 148
411483.3.peg.2436.site.64, 1, 141, 142
411483.3.peg.2436.site.65, 1, 142, 143
411483.3.peg.2436.site.66, 4, 146, 150
411483.3.peg.2436.site.67, 9, 142, 151
411483.3.peg.2436.site.68, 19, 137, 156
411483.3.peg.2436.site.69, 2, 146, 148
411483.3.peg.2436.site.70, 46, 124, 170
411483.3.peg.2436.site.71, 4, 140, 144
411483.3.peg.2436.site.72, 10, 139, 149
411483.3.peg.2436.site.73, 4, 143, 147
411483.3.peg.2436.site.74, 40, 136, 176
411483.3.peg.2436.site.75, 13, 150, 163
411483.3.peg.2436.site.76, 2, 142, 144
411483.3.peg.2436.site.77, 10, 152, 162
411483.3.peg.2436.site.78, 33, 143, 176
411483.3.peg.2436.site.79, 1, 149, 150
411483.3.peg.2436.site.80, 8, 146, 154
411483.3.peg.2436.site.81, 5, 144, 149
411483.3.peg.2436.site.82, 1, 140, 141
411483.3.peg.2436.site.83, 5, 143, 148
411483.3.peg.2436.site.84, 3, 149, 152
411483.3.peg.2436.site.85, 20, 149, 169
411483.3.peg.2436.site.86, 1, 150, 151
411483.3.peg.2437.site.1, 68, 144, 212
411483.3.peg.2437.site.2, 7, 146, 153
411483.3.peg.2437.site.3, 0, 149, 149
411483.3.peg.2437.site.4, 10, 146, 156
411483.3.peg.2437.site.5, 6, 144, 150
411483.3.peg.2437.site.6, 2, 147, 149
411483.3.peg.2437.site.7, 48, 133, 181
411483.3.peg.2437.site.8, 84, 130, 214
411483.3.peg.2437.site.9, 3, 145, 148
411483.3.peg.2437.site.10, 0, 146, 146
411483.3.peg.2437.site.11, 40, 141, 181
411483.3.peg.2437.site.12, 8, 152, 160
411483.3.peg.2437.site.13, 75, 136, 211
411483.3.peg.2437.site.14, 34, 142, 176
411483.3.peg.2437.site.15, 0, 147, 147
411483.3.peg.2437.site.16, 9, 151, 160
411483.3.peg.2437.site.17, 3, 148, 151
411483.3.peg.2437.site.18, 5, 146, 151
411483.3.peg.2437.site.19, 17, 140, 157
411483.3.peg.2437.site.20, 11, 142, 153
411483.3.peg.2437.site.21, 1, 144, 145
411483.3.peg.2437.site.22, 15, 134, 149
411483.3.peg.2437.site.23, 1, 148, 149
411483.3.peg.2437.site.24, 4, 151, 155
411483.3.peg.2437.site.25, 1, 153, 154
411483.3.peg.2437.site.26, 3, 153, 156
411483.3.peg.2437.site.27, 0, 153, 153
411483.3.peg.2437.site.28, 1, 154, 155
411483.3.peg.2437.site.29, 55, 151, 206
411483.3.peg.2437.site.30, 24, 150, 174
411483.3.peg.2437.site.31, 18, 148, 166
411483.3.peg.2437.site.32, 49, 141, 190
411483.3.peg.2437.site.33, 1, 153, 154
411483.3.peg.2437.site.34, 89, 138, 227
411483.3.peg.2437.site.35, 4, 152, 156
411483.3.peg.2437.site.36, 61, 145, 206
411483.3.peg.2437.site.37, 61, 148, 209
411483.3.peg.2437.site.38, 3, 152, 155
411483.3.peg.2437.site.39, 0, 152, 152
411483.3.peg.2437.site.40, 112, 141, 253
411483.3.peg.2437.site.41, 3, 144, 147
411483.3.peg.2434.site.1, 0, 152, 152
411483.3.peg.2434.site.2, 35, 149, 184
411483.3.peg.2434.site.3, 120, 147, 267
411483.3.peg.2434.site.4, 1, 155, 156
411483.3.peg.2434.site.5, 2, 152, 154
411483.3.peg.2434.site.6, 0, 153, 153
411483.3.peg.2434.site.7, 8, 153, 161
411483.3.peg.2434.site.8, 2, 155, 157
411483.3.peg.2434.site.9, 1, 155, 156
411483.3.peg.2434.site.10, 1, 153, 154
411483.3.peg.2434.site.11, 0, 154, 154
411483.3.peg.2434.site.12, 9, 153, 162
411483.3.peg.2434.site.13, 1, 155, 156
411483.3.peg.2434.site.14, 1, 154, 155
411483.3.peg.2434.site.15, 4, 154, 158
411483.3.peg.2434.site.16, 126, 145, 271
411483.3.peg.2434.site.17, 10, 152, 162
411483.3.peg.2434.site.18, 0, 151, 151
411483.3.peg.2434.site.19, 2, 152, 154
411483.3.peg.2434.site.20, 24, 147, 171
411483.3.peg.2434.site.21, 3, 149, 152
411483.3.peg.2434.site.22, 1, 149, 150
411483.3.peg.2434.site.23, 1, 145, 146
411483.3.peg.2434.site.24, 1, 149, 150
411483.3.peg.2434.site.25, 2, 151, 153
411483.3.peg.2434.site.26, 1, 151, 152
411483.3.peg.2434.site.27, 0, 146, 146
411483.3.peg.2434.site.28, 2, 150, 152
411483.3.peg.2434.site.29, 1, 152, 153
411483.3.peg.2434.site.30, 40, 144, 184
411483.3.peg.2434.site.31, 1, 152, 153
411483.3.peg.2434.site.32, 0, 153, 153
411483.3.peg.2434.site.33, 1, 155, 156
411483.3.peg.2434.site.34, 1, 153, 154
411483.3.peg.2434.site.35, 1, 153, 154
411483.3.peg.2434.site.36, 5, 146, 151
411483.3.peg.2434.site.37, 7, 147, 154
411483.3.peg.2434.site.38, 1, 150, 151
411483.3.peg.2434.site.39, 10, 148, 158
411483.3.peg.2434.site.40, 22, 144, 166
411483.3.peg.2434.site.41, 40, 141, 181
411483.3.peg.2434.site.42, 10, 144, 154
411483.3.peg.2434.site.43, 8, 136, 144
411483.3.peg.2434.site.44, 62, 132, 194
411483.3.peg.2434.site.45, 3, 145, 148
411483.3.peg.2434.site.46, 22, 136, 158
411483.3.peg.2434.site.47, 48, 131, 179
411483.3.peg.2434.site.48, 0, 144, 144
411483.3.peg.2434.site.49, 8, 145, 153
411483.3.peg.2434.site.50, 19, 135, 154
411483.3.peg.2434.site.51, 20, 137, 157
411483.3.peg.2434.site.52, 69, 134, 203
411483.3.peg.2434.site.53, 1, 148, 149
411483.3.peg.2434.site.54, 32, 146, 178
411483.3.peg.2434.site.55, 89, 142, 231
411483.3.peg.2434.site.56, 0, 151, 151
411483.3.peg.2434.site.57, 0, 154, 154
411483.3.peg.2434.site.58, 28, 141, 169
411483.3.peg.2434.site.59, 0, 150, 150
411483.3.peg.2434.site.60, 2, 155, 157
411483.3.peg.2434.site.61, 1, 154, 155
411483.3.peg.2434.site.62, 63, 144, 207
411483.3.peg.2434.site.63, 65, 143, 208
411483.3.peg.2434.site.64, 2, 153, 155
411483.3.peg.2434.site.65, 4, 154, 158
411483.3.peg.2434.site.66, 1, 153, 154
411483.3.peg.2434.site.67, 1, 153, 154
411483.3.peg.2435.site.1, 0, 141, 141
411483.3.peg.2435.site.2, 6, 123, 129
411483.3.peg.2435.site.3, 34, 114, 148
411483.3.peg.2435.site.4, 0, 133, 133
411483.3.peg.2435.site.5, 1, 130, 131
411483.3.peg.2435.site.6, 2, 123, 125
411483.3.peg.2435.site.7, 26, 119, 145
411483.3.peg.2435.site.8, 41, 111, 152
411483.3.peg.2435.site.9, 27, 128, 155
411483.3.peg.2435.site.10, 3, 143, 146
411483.3.peg.2435.site.11, 20, 135, 155
411483.3.peg.2435.site.12, 4, 144, 148
411483.3.peg.2435.site.13, 2, 146, 148
411483.3.peg.2435.site.14, 2, 152, 154
411483.3.peg.2435.site.15, 6, 153, 159
411483.3.peg.2435.site.16, 1, 155, 156
411483.3.peg.2435.site.17, 22, 152, 174
411483.3.peg.2435.site.18, 31, 152, 183
411483.3.peg.2435.site.19, 2, 153, 155
411483.3.peg.2435.site.20, 3, 155, 158
411483.3.peg.2435.site.21, 0, 154, 154
411483.3.peg.2435.site.22, 4, 150, 154
411483.3.peg.2435.site.23, 2, 152, 154
411483.3.peg.2435.site.24, 5, 154, 159
411483.3.peg.2435.site.25, 10, 153, 163
411483.3.peg.2435.site.26, 39, 151, 190
411483.3.peg.2435.site.27, 1, 153, 154
411483.3.peg.2435.site.28, 9, 154, 163
411483.3.peg.2435.site.29, 1, 154, 155
411483.3.peg.2435.site.30, 138, 146, 284
411483.3.peg.2435.site.31, 1, 153, 154
411483.3.peg.2435.site.32, 0, 150, 150
411483.3.peg.2435.site.33, 10, 151, 161
411483.3.peg.2435.site.34, 0, 152, 152
411483.3.peg.2435.site.35, 127, 142, 269
411483.3.peg.2435.site.36, 136, 145, 281
411483.3.peg.2435.site.37, 0, 147, 147
411483.3.peg.2435.site.38, 3, 149, 152
411483.3.peg.2435.site.39, 4, 148, 152
411483.3.peg.2435.site.40, 1, 148, 149
411483.3.peg.2435.site.41, 1, 143, 144
411483.3.peg.2435.site.42, 1, 148, 149
411483.3.peg.2435.site.43, 0, 146, 146
411483.3.peg.2435.site.44, 13, 146, 159
411483.3.peg.2435.site.45, 4, 149, 153
411483.3.peg.2435.site.46, 5, 149, 154
411483.3.peg.2435.site.47, 14, 145, 159
411483.3.peg.2435.site.48, 1, 152, 153
411483.3.peg.2435.site.49, 0, 150, 150
411483.3.peg.2435.site.50, 4, 147, 151
411483.3.peg.2435.site.51, 2, 147, 149
411483.3.peg.2435.site.52, 1, 148, 149
411483.3.peg.2435.site.53, 10, 140, 150
411483.3.peg.2435.site.54, 6, 142, 148
411483.3.peg.2435.site.55, 10, 148, 158
411483.3.peg.2435.site.56, 0, 152, 152
411483.3.peg.2435.site.57, 8, 149, 157
411483.3.peg.2435.site.58, 1, 153, 154
